created_at,product_code,customer_code,status,tipo
"2023-05-11 13:01:49",75419450,4769678,CRITICO,6
"2023-05-11 13:01:48",53653939,14651289,CRITICO,6
"2023-05-11 13:02:58",72831313,31658516,NORMAL,6
"2023-05-11 13:02:58",135051219,58255760,NORMAL,2
"2023-05-11 13:01:48",85881063,5128761,NORMAL,2
"2023-05-11 13:01:35",130388478,4674275,NORMAL,7
"2023-05-11 13:01:49",74769095,4498799,NORMAL,9
"2023-05-11 13:01:48",53651637,1312161,CRITICO,1
"2023-05-11 13:02:58",135050192,23086466,NORMAL,0
"2023-05-11 13:01:49",54175828,5542316,NORMAL,4
"2023-05-11 13:01:48",89017240,2620547,NORMAL,2
"2023-05-11 13:01:49",54110759,14770777,NORMAL,7
"2023-05-11 13:01:33",130564364,48299349,NORMAL,2
"2023-05-11 13:01:48",53752271,5006420,NORMAL,0
"2023-05-11 13:01:48",135340677,58307559,NORMAL,3
"2023-05-11 13:01:48",103853582,46859858,NORMAL,8
"2023-05-11 13:01:48",135341496,58308023,NORMAL,3
"2023-05-11 13:01:48",103901168,46958216,NORMAL,9
"2023-05-11 13:01:36",125864618,10058218,NORMAL,0
"2023-05-11 13:01:48",93648340,221823,CRITICO,1
"2023-05-11 13:01:49",85805736,1001006,NORMAL,0
"2023-05-11 13:02:58",135050352,58255335,NORMAL,2
"2023-05-11 13:01:49",135566676,58354586,NORMAL,3
"2023-05-11 13:01:48",76763605,2379427,NORMAL,7
"2023-05-11 13:01:48",103876912,46892407,NORMAL,8
"2023-05-11 13:02:58",135049860,58255059,NORMAL,2
"2023-05-11 13:01:35",135375166,14817659,NORMAL,8
"2023-05-11 13:02:58",135050204,58255247,NORMAL,2
"2023-05-11 13:01:47",103814375,46794690,NORMAL,7
"2023-05-11 13:02:58",135050277,58255295,NORMAL,2
"2023-05-11 13:01:36",125864088,9961892,NORMAL,6
"2023-05-11 13:01:48",53730244,12485104,NORMAL,4
"2023-05-11 13:01:49",132618872,2681836,CRITICO,8
"2023-05-11 13:01:34",123867909,48162413,NORMAL,1
"2023-05-11 13:01:34",124450943,56698109,CRITICO,6
"2023-05-11 13:01:36",135378449,3580884,NORMAL,8
"2023-05-11 13:02:58",135050068,14283587,NORMAL,2
"2023-05-11 13:01:48",85594857,4381207,NORMAL,8
"2023-05-11 13:01:34",123862299,56613015,NORMAL,6
"2023-05-11 13:01:48",135126574,53413757,NORMAL,4
"2023-05-11 13:01:49",135566643,58354568,NORMAL,3
"2023-05-11 13:01:48",103261056,2946139,NORMAL,4
"2023-05-11 13:01:33",122284913,56112092,CRITICO,1
"2023-05-11 13:01:49",58462333,4520069,CRITICO,2
"2023-05-11 13:01:47",103908928,38796305,NORMAL,7
"2023-05-11 13:01:49",135566694,58354596,NORMAL,3
"2023-05-11 13:02:58",81456959,40264860,CRITICO,2
"2023-05-11 13:01:49",53686518,14894449,CRITICO,8
"2023-05-11 13:01:33",109930601,46530157,NORMAL,5
"2023-05-11 13:02:58",135049480,58254881,NORMAL,2
"2023-05-11 13:01:48",73833725,2553115,NORMAL,5
"2023-05-11 13:01:35",135072809,8880773,NORMAL,8
"2023-05-11 13:01:48",62036444,3156941,NORMAL,5
"2023-05-11 13:02:58",135050097,58255186,NORMAL,2
"2023-05-11 13:01:35",134498739,4751816,CRITICO,5
"2023-05-11 13:02:58",135050017,58255152,NORMAL,2
"2023-05-11 13:01:48",134994761,58227570,CRITICO,2
"2023-05-11 13:01:49",55771018,14880632,NORMAL,8
"2023-05-11 13:01:48",134804386,58201346,CRITICO,2
"2023-05-11 13:02:58",135049522,34308996,NORMAL,3
"2023-05-11 13:02:58",135050039,58255172,NORMAL,2
"2023-05-11 13:01:47",103816741,46797570,NORMAL,7
"2023-05-11 13:01:48",96392275,3458515,NORMAL,5
"2023-05-11 13:01:49",135331491,21001197,NORMAL,0
"2023-05-11 13:01:34",122552043,56177144,CRITICO,1
"2023-05-11 13:01:36",128168907,6779425,NORMAL,7
"2023-05-11 13:02:58",135049885,58255097,NORMAL,2
"2023-05-11 13:02:54",81398981,31180494,NORMAL,1
"2023-05-11 13:01:36",130389684,10685846,NORMAL,6
"2023-05-11 13:01:47",103819843,46768875,NORMAL,7
"2023-05-11 13:01:48",135126611,50152102,NORMAL,1
"2023-05-11 13:02:58",81456823,41323942,CRITICO,3
"2023-05-11 13:01:49",54004397,14690669,NORMAL,6
"2023-05-11 13:01:48",135341169,57569764,NORMAL,5
"2023-05-11 13:02:58",135049241,18081554,NORMAL,0
"2023-05-11 13:01:48",98156037,3628261,NORMAL,2
"2023-05-11 13:01:48",133815124,57675887,NORMAL,6
"2023-05-11 13:01:49",81741154,4478739,NORMAL,7
"2023-05-11 13:01:36",130391800,4948629,NORMAL,4
"2023-05-11 13:01:33",108026115,37595386,NORMAL,5
"2023-05-11 13:02:58",135049858,56146278,NORMAL,1
"2023-05-11 13:01:49",54075926,14774553,NORMAL,7
"2023-05-11 13:02:58",135049629,56269130,NORMAL,2
"2023-05-11 13:01:48",53685090,14586663,CRITICO,5
"2023-05-11 13:02:58",81444155,31379119,CRITICO,3
"2023-05-11 13:01:49",54162425,14834632,NORMAL,8
"2023-05-11 13:02:58",135049310,58254766,NORMAL,2
"2023-05-11 13:01:49",135566641,58354570,NORMAL,3
"2023-05-11 13:02:58",135049757,58255017,NORMAL,2
"2023-05-11 13:01:49",74500294,3245743,NORMAL,4
"2023-05-11 13:01:49",86056491,4529940,NORMAL,2
"2023-05-11 13:01:48",54135069,14650040,NORMAL,6
"2023-05-11 13:01:34",121584641,48148233,NORMAL,1
"2023-05-11 13:02:58",135048877,45738857,NORMAL,7
"2023-05-11 13:02:58",135048296,12614852,NORMAL,6
"2023-05-11 13:01:49",86048167,4497380,NORMAL,9
"2023-05-11 13:02:57",135049165,58254710,NORMAL,2
"2023-05-11 13:01:49",135458099,58329920,NORMAL,3
"2023-05-11 13:02:58",81444419,41317741,CRITICO,3
"2023-05-11 13:01:47",97129665,36847657,NORMAL,8
"2023-05-11 13:02:54",67287164,35089813,CRITICO,0
"2023-05-11 13:02:58",81443471,13431508,CRITICO,4
"2023-05-11 13:01:49",61133557,3246012,NORMAL,4
"2023-05-11 13:01:49",135566640,58354535,NORMAL,3
"2023-05-11 13:01:35",121570504,48929219,NORMAL,9
"2023-05-11 13:02:57",135048786,58254541,NORMAL,2
"2023-05-11 13:01:34",124450594,56698052,CRITICO,6
"2023-05-11 13:02:57",81453269,12411043,CRITICO,4
"2023-05-11 13:02:58",81441723,41316268,CRITICO,3
"2023-05-11 13:01:48",135457977,58329840,NORMAL,3
"2023-05-11 13:01:49",85488962,4794236,CRITICO,9
"2023-05-11 13:01:49",53929022,14939094,NORMAL,9
"2023-05-11 13:01:49",111026559,16198747,NORMAL,1
"2023-05-11 13:02:57",135049000,58254638,NORMAL,2
"2023-05-11 13:01:49",135566621,58354558,NORMAL,3
"2023-05-11 13:01:49",53822842,14742443,NORMAL,7
"2023-05-11 13:01:32",121572316,55846708,NORMAL,8
"2023-05-11 13:02:57",135048559,58254416,NORMAL,2
"2023-05-11 13:01:48",123622103,56570058,NORMAL,5
"2023-05-11 13:02:57",135048767,36849372,NORMAL,8
"2023-05-11 13:01:49",135566619,58354553,NORMAL,3
"2023-05-11 13:01:48",53804099,14617929,NORMAL,6
"2023-05-11 13:01:36",135071788,20814931,NORMAL,8
"2023-05-11 13:01:34",121584519,55849439,NORMAL,8
"2023-05-11 13:01:49",135458116,58329901,NORMAL,3
"2023-05-11 13:02:57",135048400,8675390,NORMAL,7
"2023-05-11 13:02:57",131349439,36487721,NORMAL,4
"2023-05-11 13:01:48",67083483,2506219,NORMAL,0
"2023-05-11 13:02:57",135048148,9648548,NORMAL,4
"2023-05-11 13:01:48",54056138,14587607,NORMAL,5
"2023-05-11 13:01:49",77562421,14686813,NORMAL,6
"2023-05-11 13:01:36",133968612,20298343,NORMAL,2
"2023-05-11 13:01:49",135458071,58329912,NORMAL,3
"2023-05-11 13:01:49",53715621,14815165,NORMAL,8
"2023-05-11 13:02:57",135047948,37693398,NORMAL,6
"2023-05-11 13:01:48",53701135,6072683,NORMAL,7
"2023-05-11 13:01:49",53968930,14843074,NORMAL,8
"2023-05-11 13:02:57",135047289,2898562,NORMAL,9
"2023-05-11 13:01:47",103835414,46822018,NORMAL,8
"2023-05-11 13:02:57",81441459,41316110,CRITICO,3
"2023-05-11 13:01:33",109938256,48302714,NORMAL,3
"2023-05-11 13:01:48",55769599,14625251,NORMAL,6
"2023-05-11 13:02:57",135047923,52186717,NORMAL,1
"2023-05-11 13:01:48",111483465,4130449,NORMAL,3
"2023-05-11 13:02:57",135046868,38634628,NORMAL,6
"2023-05-11 13:01:34",123865064,56613869,NORMAL,6
"2023-05-11 13:01:35",125867058,56762243,NORMAL,7
"2023-05-11 13:01:32",121575667,55847769,NORMAL,8
"2023-05-11 13:01:34",123860188,56612327,NORMAL,6
"2023-05-11 13:01:47",87209190,959281,CRITICO,9
"2023-05-11 13:01:47",62228623,1193106,CRITICO,9
"2023-05-11 13:02:57",135047745,38163149,NORMAL,1
"2023-05-11 13:02:57",135047588,58253932,NORMAL,2
"2023-05-11 13:01:48",84676911,1897092,CRITICO,9
"2023-05-11 13:01:48",103902136,46960614,NORMAL,9
"2023-05-11 13:01:48",86101903,642053,NORMAL,2
"2023-05-11 13:01:48",108321737,10657630,NORMAL,6
"2023-05-11 13:01:47",103754087,46725145,NORMAL,7
"2023-05-11 13:01:35",134499007,2830011,CRITICO,3
"2023-05-11 13:01:48",86050376,2439423,NORMAL,3
"2023-05-11 13:01:46",77611669,3266965,CRITICO,6
"2023-05-11 13:02:57",81441582,41316186,CRITICO,3
"2023-05-11 13:01:36",135377981,27848443,NORMAL,8
"2023-05-11 16:15:16",135573806,5392964,NORMAL,9
"2023-05-11 13:01:49",53672434,14733603,CRITICO,7
"2023-05-11 13:02:57",135047410,58253853,NORMAL,2
"2023-05-11 13:01:48",93650520,2992948,CRITICO,9
"2023-05-11 13:01:49",54161209,14776687,NORMAL,7
"2023-05-11 13:01:48",135458077,58329880,NORMAL,3
"2023-05-11 13:01:36",134501569,25135252,CRITICO,1
"2023-05-11 13:01:48",135458050,58329894,NORMAL,3
"2023-05-11 13:01:48",134672853,3838846,CRITICO,3
"2023-05-11 13:01:34",121583913,55849143,NORMAL,8
"2023-05-11 13:01:48",135458073,58329888,NORMAL,3
"2023-05-11 13:01:48",135341262,49076380,NORMAL,0
"2023-05-11 13:01:48",85453340,3102981,CRITICO,0
"2023-05-11 13:01:48",135458002,58329861,NORMAL,3
"2023-05-11 13:01:48",135566693,56128541,NORMAL,1
"2023-05-11 13:02:54",81441436,13591160,CRITICO,5
"2023-05-11 13:01:34",108609376,47614404,NORMAL,6
"2023-05-11 13:01:48",134672523,58142617,CRITICO,1
"2023-05-11 13:01:35",135070619,1644522,NORMAL,4
"2023-05-11 13:02:57",135039977,33979350,NORMAL,9
"2023-05-11 13:01:48",135341448,58308125,NORMAL,3
"2023-05-11 13:02:57",135047184,40729332,NORMAL,7
"2023-05-11 13:01:32",108620413,36492797,NORMAL,4
"2023-05-11 13:02:42",96691352,41792273,CRITICO,7
"2023-05-11 13:01:36",135074574,18309925,NORMAL,3
"2023-05-11 13:01:35",134494073,1539563,CRITICO,3
"2023-05-11 13:01:47",103764716,46738417,NORMAL,7
"2023-05-11 13:01:49",135566583,58354536,NORMAL,3
"2023-05-11 13:01:35",122284980,56112132,CRITICO,1
"2023-05-11 13:01:34",135071877,1151681,NORMAL,5
"2023-05-11 16:15:14",124219220,54568674,CRITICO,5
"2023-05-11 13:01:48",135458058,58329858,NORMAL,3
"2023-05-11 13:02:54",94701710,39737862,NORMAL,7
"2023-05-11 13:01:36",133964697,12711199,NORMAL,7
"2023-05-11 13:01:35",134500484,17844171,CRITICO,8
"2023-05-11 13:01:49",87757903,4357403,NORMAL,5
"2023-05-11 13:01:47",135458075,43745644,NORMAL,7
"2023-05-11 13:01:48",54170843,14612860,NORMAL,6
"2023-05-11 13:01:32",122559392,56179100,CRITICO,1
"2023-05-11 13:01:48",135265044,58297829,NORMAL,2
"2023-05-11 13:01:49",53903236,14709220,NORMAL,7
"2023-05-11 13:01:48",135458007,58329864,NORMAL,3
"2023-05-11 13:02:57",81443464,41317222,CRITICO,3
"2023-05-11 13:01:34",123868083,56615274,NORMAL,6
"2023-05-11 13:01:48",53948388,994473,NORMAL,4
"2023-05-11 13:01:49",54159854,14780042,NORMAL,7
"2023-05-11 13:01:35",135375305,4973648,NORMAL,7
"2023-05-11 13:01:48",85422220,2355866,CRITICO,5
"2023-05-11 13:02:57",81441239,34118532,CRITICO,1
"2023-05-11 13:01:48",103914172,46991317,NORMAL,9
"2023-05-11 13:01:48",135458024,58329851,NORMAL,3
"2023-05-11 13:01:48",135566607,53702172,NORMAL,7
"2023-05-11 13:01:34",125867012,56762221,NORMAL,7
"2023-05-11 13:01:36",135071690,8286541,NORMAL,8
"2023-05-11 13:01:33",104462763,39734513,CRITICO,7
"2023-05-11 13:01:49",54127665,14621342,NORMAL,6
"2023-05-11 13:01:34",125862887,56761472,NORMAL,7
"2023-05-11 13:02:57",135046818,36513705,NORMAL,5
"2023-05-11 13:01:35",135067978,6888855,NORMAL,8
"2023-05-11 13:01:47",85544978,3077148,NORMAL,7
"2023-05-11 13:01:34",122555809,56178030,CRITICO,1
"2023-05-11 13:01:47",71309833,46214,NORMAL,2
"2023-05-11 13:02:57",135046749,22450627,NORMAL,4
"2023-05-11 13:01:30",135342929,58063576,NORMAL,0
"2023-05-11 13:02:57",81441684,41316249,CRITICO,3
"2023-05-11 13:02:57",135039999,52884369,NORMAL,8
"2023-05-11 13:01:32",123710109,56575641,NORMAL,5
"2023-05-11 13:01:48",135341428,58308046,NORMAL,3
"2023-05-11 13:01:35",135073712,20774000,NORMAL,7
"2023-05-11 13:01:48",53678524,14600389,CRITICO,6
"2023-05-11 13:02:57",135039919,58249953,NORMAL,2
"2023-05-11 13:01:48",84682833,2604954,CRITICO,0
"2023-05-11 13:01:35",122553243,56177459,CRITICO,1
"2023-05-11 16:15:12",135501472,55196638,NORMAL,1
"2023-05-11 13:01:35",128178786,4117386,NORMAL,1
"2023-05-11 13:01:49",86463465,4399957,CRITICO,9
"2023-05-11 13:02:57",81440704,15950427,CRITICO,9
"2023-05-11 13:01:48",98681004,3410183,CRITICO,1
"2023-05-11 13:01:48",134983415,12090040,CRITICO,0
"2023-05-11 16:15:12",135040442,54830873,NORMAL,8
"2023-05-11 13:01:48",135458034,58329887,NORMAL,3
"2023-05-11 13:01:48",89218800,13582140,CRITICO,5
"2023-05-11 13:02:57",81439400,41314958,CRITICO,3
"2023-05-11 13:01:35",134500050,6616494,CRITICO,1
"2023-05-11 13:01:36",130386135,11872130,NORMAL,8
"2023-05-11 13:01:34",109943533,48306037,NORMAL,3
"2023-05-11 13:01:48",93811012,2888966,NORMAL,8
"2023-05-11 13:02:53",81398760,36958485,NORMAL,9
"2023-05-11 13:01:36",135075639,36603282,NORMAL,6
"2023-05-11 13:02:57",135039901,27163489,NORMAL,1
"2023-05-11 13:01:36",128163434,2522183,NORMAL,2
"2023-05-11 13:01:47",85526499,73246,NORMAL,2
"2023-05-11 13:01:48",134992142,58225821,CRITICO,2
"2023-05-11 13:02:57",135039397,58249657,NORMAL,2
"2023-05-11 13:02:57",135039748,49539989,NORMAL,5
"2023-05-11 13:01:34",122554244,52763028,CRITICO,7
"2023-05-11 13:01:35",134932901,58002415,CRITICO,0
"2023-05-11 13:01:47",134994770,28531498,CRITICO,5
"2023-05-11 13:01:48",86051882,2063487,NORMAL,6
"2023-05-11 13:01:34",121578012,55848838,NORMAL,8
"2023-05-11 13:01:34",125861517,56761236,NORMAL,7
"2023-05-11 13:01:48",86016500,2572337,NORMAL,7
"2023-05-11 13:02:57",135039636,58249805,NORMAL,2
"2023-05-11 13:01:30",135342848,42152924,NORMAL,1
"2023-05-11 13:01:48",53790376,14797159,NORMAL,7
"2023-05-11 13:01:48",54073843,14784840,NORMAL,7
"2023-05-11 13:01:35",128175815,9291085,NORMAL,9
"2023-05-11 13:01:32",121575451,50398572,NORMAL,3
"2023-05-11 13:01:48",135341529,58308212,NORMAL,3
"2023-05-11 13:01:48",53821040,14715044,NORMAL,7
"2023-05-11 13:01:48",67124196,3321370,NORMAL,2
"2023-05-11 13:01:47",103819992,46801442,NORMAL,8
"2023-05-11 13:01:49",53769478,14884827,NORMAL,8
"2023-05-11 13:01:48",54154925,14587363,NORMAL,5
"2023-05-11 13:01:48",53900874,14857721,NORMAL,8
"2023-05-11 13:01:47",103918856,39688097,NORMAL,6
"2023-05-11 13:02:56",135039591,42129001,NORMAL,1
"2023-05-11 13:01:48",78831143,3315455,NORMAL,1
"2023-05-11 13:01:32",111199354,49022525,NORMAL,0
"2023-05-11 13:01:47",103754804,46726231,NORMAL,7
"2023-05-11 13:01:35",122271692,56108829,CRITICO,1
"2023-05-11 13:01:30",135342905,40769559,NORMAL,7
"2023-05-11 13:02:56",130139813,47341984,NORMAL,3
"2023-05-11 13:02:56",135039332,34296194,NORMAL,2
"2023-05-11 13:01:48",85823093,2636596,NORMAL,3
"2023-05-11 13:01:48",134804307,58201347,CRITICO,2
"2023-05-11 13:01:36",135066386,22329063,NORMAL,3
"2023-05-11 13:02:56",81443052,3410333,CRITICO,1
"2023-05-11 13:01:48",53805751,14791981,NORMAL,7
"2023-05-11 13:01:47",85845735,2406542,NORMAL,0
"2023-05-11 13:02:56",135039505,58249726,NORMAL,2
"2023-05-11 13:01:36",133965156,3304817,NORMAL,0
"2023-05-11 13:01:48",135341396,58307936,NORMAL,3
"2023-05-11 13:02:56",135039385,46647744,NORMAL,6
"2023-05-11 16:15:10",135573805,5392964,NORMAL,9
"2023-05-11 13:02:56",81442347,41316628,CRITICO,3
"2023-05-11 13:01:48",60191492,3347154,NORMAL,4
"2023-05-11 13:01:32",134934466,20816507,CRITICO,8
"2023-05-11 16:15:10",130564315,44490455,NORMAL,4
"2023-05-11 13:02:56",130564315,44490455,NORMAL,4
"2023-05-11 13:01:34",108026878,47389362,NORMAL,3
"2023-05-11 13:02:56",81442577,41316755,CRITICO,3
"2023-05-11 13:01:47",74767749,3279170,NORMAL,7
"2023-05-11 13:01:48",75612288,3457344,CRITICO,5
"2023-05-11 13:02:56",130564315,44490455,NORMAL,4
"2023-05-11 13:02:56",130564315,44490455,NORMAL,4
"2023-05-11 13:02:56",130564315,44490455,NORMAL,4
"2023-05-11 13:02:56",135039090,33723277,NORMAL,7
"2023-05-11 13:02:56",81441285,41315987,CRITICO,3
"2023-05-11 13:01:47",85566823,617606,NORMAL,7
